0	0.5
1	0.5
2	0.5
3	0.5
4	0.5
5	0.5
6	0.52
7	0.5
8	0.5
9	0.54
10	0.54
11	0.5
12	0.59
13	0.54
14	0.54
15	0.6
16	0.58
17	0.58
18	0.6
19	0.58
20	0.6
21	0.56
22	0.58
23	0.62
24	0.58
25	0.58
26	0.58
27	0.56
28	0.56
29	0.56
30	0.55
31	0.55
32	0.59
33	0.59
34	0.6
35	0.6
36	0.59
37	0.6
38	0.55
39	0.59
40	0.6
41	0.56
42	0.6
43	0.55
44	0.59
45	0.6
46	0.59
47	0.61
48	0.58
49	0.59
50	0.58
51	0.58
52	0.58
53	0.6
54	0.59
55	0.59
56	0.59
57	0.6
58	0.59
59	0.59
60	0.59
61	0.59
62	0.59
63	0.59
64	0.59
65	0.58
66	0.59
67	0.59
68	0.59
69	0.59
70	0.59
71	0.59
72	0.59
73	0.59
74	0.59
75	0.6
76	0.59
77	0.6
78	0.6
79	0.59
80	0.6
81	0.6
82	0.59
83	0.6
84	0.6
85	1
86	0.59
87	0.6
88	0.59
89	0.59
90	0.59
91	0.59
92	0.59
93	0.6
94	0.59
95	0.59
96	0.59
97	0.59
98	0.59
99	0.59
100	0.6
