20.0991	5.70199
12.8618	-2.84729
10.5953	3.41694
15.9692	3.70536
9.73692	0.312285
12.8004	-7.91097
3.4413	6.85331
20.6092	3.16509
17.5684	10.1394
15.0983	8.42885
7.56908	-8.75363
20.5323	7.36565
17.1801	-1.28659
6.85522	-1.06857
16.177	10.1414
12.8136	2.61878
16.1018	-0.885744
5.11112	-2.14129
17.9353	9.3481
3.67305	10.1632
18.8026	4.54161
5.32366	7.46693
6.60523	-0.885112
16.0363	5.05788
4.78417	2.32825
14.1683	-5.50628
19.4977	6.65211
14.6001	3.40838
8.57346	3.35036
13.4945	3.1241
15.573	6.08396
12.1251	4.85709
17.0263	1.83796
9.14199	-6.76903
8.30253	-0.55468
18.7275	6.79383
20.7877	-8.90952
15.9167	1.20476
6.23003	10.7881
2.78926	-1.43114
14.8595	-3.1062
9.41016	1.94241
12.9515	4.29751
3.19042	1.2957
18.2328	4.16373
2.81638	-0.641499
4.57396	10.8906
11.7003	-1.8115
14.2046	8.40978
10.2259	-0.856206
9.55892	-0.586052
6.04292	5.13439
8.48115	3.42849
3.16051	-8.00379
6.3946	-8.30707
16.8654	1.30841
16.9847	1.01364
14.6656	3.60947
9.4993	-0.0610579
8.90211	-9.27586
14.0256	-9.53109
12.1125	4.38484
13.3408	-2.08136
5.23056	8.78193
13.3873	-2.92637
14.7507	6.26731
15.978	5.81308
14.1175	-1.67054
18.6112	3.61794
13.3597	-3.65572
16.3301	2.15961
4.71313	10.4201
18.0442	2.32027
9.69506	7.53313
10.7357	-1.42868
6.26296	5.80036
6.71456	-7.17878
20.1646	-6.30088
8.15297	8.90079
19.5375	6.28734
6.67355	-4.23262
12.1614	-7.20484
13.1675	-6.30912
12.8729	-5.67431
5.23787	-2.49359
8.88979	2.6849
7.46303	8.61718
3.70859	6.08532
12.1699	5.42949
6.34776	1.64584
1.45276	-4.0413
17.6311	10.5659
13.3557	-4.83956
9.18494	-0.527981
1.63035	-7.34132
20.7253	9.71422
8.6451	-6.79953
17.5159	2.62802
1.61848	6.21963
1.19388	2.02017
