-0.85508	0.4016
-7.12049	4.24441
-9.1669	3.27754
-2.24153	2.99646
-7.82552	7.10235
-8.91903	6.63324
-4.47978	6.15449
-7.79231	9.95004
-3.20931	6.42383
-3.5564	1.15586
-2.83976	1.95193
-8.73991	3.67188
-0.201922	4.53849
-2.72321	1.57039
-8.84333	10.9915
-8.42962	1.43998
-1.61691	2.9467
-4.876	1.9786
-9.09313	8.71109
-6.0821	7.83623
-0.703905	10.1636
-5.21538	2.51787
-1.98094	7.51099
-0.246479	1.90805
-1.33993	2.19434
-5.44414	1.95622
-0.182755	8.91653
-0.926054	4.10271
-9.28737	0.0981813
-1.78174	0.210997
-6.3252	10.337
-2.38847	1.37385
-8.33449	9.74974
-6.49933	9.36071
-7.8802	6.50831
-7.28124	1.86412
-5.34335	5.15099
-1.08632	7.42937
-2.05686	3.03258
-3.33863	6.4152
-3.24891	3.50175
-2.78928	3.23991
-5.19493	1.49454
-9.12442	6.73432
-6.24438	9.79423
-7.50232	1.18077
-4.36236	10.3518
-5.21501	1.30663
-9.82553	4.99912
-5.56977	8.80614
